Date,ticker,Beta,Return,SPX,SPTR,VIX,d,mktrf,smb,hml,rf,umd
2001-02-06,ADX       ,0.8417815733262366,0,-0.00151483,-0.00146518,-9.5087899999999996E-3,2001-02-06,3.0000001424923539E-4,8.8999997824430466E-3,-2.3000000510364771E-3,1.9999999494757503E-4,-4.1000000201165676E-3
2001-02-07,ADX       ,0.8397171401091833,-1.1728510878607538E-2,-8.4436900000000002E-3,-8.2249799999999998E-3,-1.4204130000000001E-2,2001-02-07,-8.999999612569809E-3,7.4999998323619366E-3,1.2299999594688416E-2,1.9999999494757503E-4,2.2900000214576721E-2
2001-02-08,ADX       ,0.83882761277065976,-3.7821432954603189E-3,-6.2541799999999998E-3,-6.2438700000000003E-3,-9.7380799999999997E-3,2001-02-08,-6.6999997943639755E-3,-4.1000000201165676E-3,9.3000000342726707E-3,1.9999999494757503E-4,7.4999998323619366E-3
2001-02-09,ADX       ,0.84879892194871287,-1.2392470450049351E-2,-0.01342525,-0.0133933,2.6214419999999999E-2,2001-02-09,-1.4499999582767487E-2,-2.4000001139938831E-3,1.4700000174343586E-2,1.9999999494757503E-4,2.2600000724196434E-2
2001-02-12,ADX       ,0.84272030666151565,4.7845358321536849E-3,0.01175786,1.1772410000000001E-2,-5.0057000000000001E-3,2001-02-12,1.0200000368058681E-2,2.6000000070780516E-3,-2.7000000700354576E-3,1.9999999494757503E-4,-5.7999999262392521E-3
2001-02-13,ADX       ,0.8511202700134064,-2.3898534261565683E-3,-8.6897699999999994E-3,-8.6037800000000001E-3,-2.5411389999999999E-2,2001-02-13,-8.8999997824430466E-3,0.00139999995008111,1.0099999606609344E-2,1.9999999494757503E-4,1.1699999682605267E-2
2001-02-14,ADX       ,0.84728227609751361,-5.7585486606784239E-3,-2.1861900000000002E-3,-0.00199898,6.9946699999999997E-3,2001-02-14,-3.0000001424923539E-4,4.3999999761581421E-3,-4.3000001460313797E-3,1.9999999494757503E-4,-9.3000000342726707E-3
2001-02-15,ADX       ,0.84188307026685927,2.4120885739538651E-3,8.0907800000000005E-3,8.1689199999999997E-3,-5.9840780000000003E-2,2001-02-15,8.7999999523162842E-3,2.3000000510364771E-3,-0.00839999970048666,1.9999999494757503E-4,-1.9500000402331352E-2
2001-02-16,ADX       ,0.8345140643647645,-1.0658601617699472E-2,-0.01908632,-1.9070489999999999E-2,8.7340219999999996E-2,2001-02-16,-2.0800000056624413E-2,-0.00559999980032444,1.9600000232458115E-2,1.9999999494757503E-4,3.2099999487400055E-2
2001-02-20,ADX       ,0.83197996416069497,-1.7690559282918655E-2,-1.7508889999999999E-2,-1.7497990000000001E-2,0.10991613,2001-02-20,-1.8999999389052391E-2,6.0000002849847078E-4,1.6200000420212746E-2,1.9999999494757503E-4,1.8600000068545341E-2
2001-02-21,ADX       ,0.85343575610932698,-3.3269337771910046E-2,-0.01868092,-1.8619650000000001E-2,4.2036320000000002E-2,2001-02-21,-1.8600000068545341E-2,-7.9999997979030013E-4,1.1699999682605267E-2,1.9999999494757503E-4,3.599999938160181E-3
2001-02-22,ADX       ,0.87195143572656109,-2.0521041261308344E-3,-1.9536800000000002E-3,-1.9202799999999999E-3,3.8473609999999998E-2,2001-02-22,-4.6999999321997166E-3,-9.4999996945261955E-3,6.399999838322401E-3,1.9999999494757503E-4,6.99999975040555E-4
2001-02-23,ADX       ,0.87628158084626839,-1.3964045037995084E-2,-5.5709599999999998E-3,-0.00555735,1.6676320000000001E-2,2001-02-23,-4.1000000201165676E-3,3.7000000011175871E-3,-4.4999998062849045E-3,1.9999999494757503E-4,-1.0000000474974513E-3
2001-02-26,ADX       ,0.86541615934263072,1.7040974303271658E-2,1.7338739999999998E-2,1.7390840000000001E-2,-6.7654969999999995E-2,2001-02-26,1.8999999389052391E-2,-1.5999999595806003E-3,-3.0000000260770321E-3,1.9999999494757503E-4,-6.3000000081956387E-3
2001-02-27,ADX       ,0.85804741072464019,-5.6479195126010644E-3,-7.6893300000000003E-3,-7.6168099999999999E-3,4.0837720000000001E-2,2001-02-27,-1.1599999852478504E-2,-0.01080000028014183,1.4899999834597111E-2,1.9999999494757503E-4,2.5499999523162842E-2
2001-02-28,ADX       ,0.8539152639644445,-8.7925413501745743E-3,-0.01441247,-1.4245600000000001E-2,6.7859729999999993E-2,2001-02-28,-1.3899999670684338E-2,3.599999938160181E-3,9.3000000342726707E-3,1.9999999494757503E-4,1.0700000450015068E-2
2001-03-01,ADX       ,0.85094647707907467,-9.3949950806262329E-3,1.0398300000000001E-3,1.0641699999999999E-3,-9.5694500000000002E-3,2001-03-01,1.9999999494757503E-4,-2.099999925121665E-3,-1.2000000569969416E-3,1.9999999494757503E-4,-5.7999999262392521E-3
2001-03-02,ADX       ,0.84325227879688081,1.7156973776488716E-2,-5.6960400000000003E-3,-5.6952599999999997E-3,-0.02342027,2001-03-02,-5.1000001840293407E-3,4.0000001899898052E-3,9.8000001162290573E-3,1.9999999494757503E-4,1.5599999576807022E-2
2001-03-05,ADX       ,0.83430523243768806,2.0598769959220158E-3,5.8410500000000004E-3,5.9886999999999996E-3,-0.01136584,2001-03-05,5.2000000141561031E-3,-6.0999998822808266E-3,6.99999975040555E-4,1.9999999494757503E-4,-7.3000001721084118E-3
2001-03-06,ADX       ,0.83441656456227142,8.7069839602454298E-3,9.9311099999999999E-3,9.9496199999999993E-3,-4.6414669999999998E-2,2001-03-06,1.1300000362098217E-2,2.7000000700354576E-3,-9.9999997764825821E-3,1.9999999494757503E-4,-2.3499999195337296E-2
2001-03-07,ADX       ,0.84497683757098418,4.5794980736327999E-3,6.4316599999999996E-3,6.6250900000000001E-3,-7.0815420000000004E-2,2001-03-07,5.9000002220273018E-3,-5.0000002374872565E-4,0.00419999985024333,1.9999999494757503E-4,6.2000001780688763E-3
2001-03-08,ADX       ,0.85346505403135065,-7.6431344788315406E-3,2.2559699999999999E-3,0.00228839,7.0233700000000001E-3,2001-03-08,-1.500000013038516E-3,-6.6999997943639755E-3,1.0400000028312206E-2,1.9999999494757503E-4,1.8300000578165054E-2
2001-03-09,ADX       ,0.84348563282190392,-1.5984067285316008E-2,-2.5075770000000001E-2,-2.5070869999999999E-2,5.3308550000000003E-2,2001-03-09,-2.4499999359250069E-2,2.4000001139938831E-3,2.0500000566244125E-2,1.9999999494757503E-4,0.03060000017285347
2001-03-12,ADX       ,0.86792312929680882,-4.5728804915138505E-2,-4.4140779999999998E-2,-4.4135000000000001E-2,0.16843426,2001-03-12,-4.2500000447034836E-2,5.2000000141561031E-3,2.6000000536441803E-2,1.9999999494757503E-4,2.4499999359250069E-2
2001-03-13,ADX       ,0.86684756175720534,5.4262512340035006E-3,1.4719629999999999E-2,0.01493214,-9.5805029999999999E-2,2001-03-13,1.4700000174343586E-2,-1.0999999940395355E-3,-1.6499999910593033E-2,1.9999999494757503E-4,-3.1199999153614044E-2
2001-03-14,ADX       ,0.85093464451936573,-1.8018360048143452E-2,-0.02618183,-2.6169000000000001E-2,7.2109610000000005E-2,2001-03-14,-2.5200000032782555E-2,7.4999998323619366E-3,6.99999975040555E-4,1.9999999494757503E-4,3.1999999191612005E-3
2001-03-15,ADX       ,0.85872265655040281,9.8681492585315101E-3,5.8540399999999996E-3,5.8708700000000003E-3,-0.03610501,2001-03-15,3.1000000890344381E-3,-5.2999998442828655E-3,0.00139999995008111,1.9999999494757503E-4,9.3000000342726707E-3
2001-03-16,ADX       ,0.85513269455063179,-9.3172712776724703E-3,-1.9819159999999999E-2,-1.9810769999999998E-2,4.6185740000000003E-2,2001-03-16,-2.0999999716877937E-2,-2.7000000700354576E-3,1.0999999940395355E-2,1.9999999494757503E-4,1.4399999752640724E-2
2001-03-19,ADX       ,0.84169144089126124,1.1003943440107511E-3,0.01747311,0.01749129,-4.3558499999999997E-3,2001-03-19,1.8400000408291817E-2,-0.00139999995008111,-1.1099999770522118E-2,1.9999999494757503E-4,-1.6000000759959221E-2
2001-03-20,ADX       ,0.85368599529994327,-3.2422990114336928E-2,-0.02437195,-0.02435385,3.8859020000000001E-2,2001-03-20,-2.3299999535083771E-2,5.9000002220273018E-3,1.4200000092387199E-2,1.9999999494757503E-4,0.02370000071823597
2001-03-21,ADX       ,0.86629755650062124,-1.9507030989073092E-2,-0.0180863,-1.8047710000000002E-2,3.0849959999999999E-2,2001-03-21,-1.8899999558925629E-2,-6.0000002849847078E-4,8.7000001221895218E-3,1.9999999494757503E-4,1.5999999595806003E-3
2001-03-22,ADX       ,0.88434028568246659,-2.7012576627045787E-2,-4.0719399999999996E-3,-4.0542299999999998E-3,2.8101279999999999E-2,2001-03-22,-4.6000001020729542E-3,3.8999998942017555E-3,-1.4700000174343586E-2,1.9999999494757503E-4,-2.9899999499320984E-2
2001-03-23,ADX       ,0.9094687568091957,3.4516395953527013E-2,1.9713499999999998E-2,1.9713390000000001E-2,-7.5561290000000003E-2,2001-03-23,2.0300000905990601E-2,2.099999925121665E-3,-1.3700000010430813E-2,1.9999999494757503E-4,-9.8999999463558197E-3
2001-03-26,ADX       ,0.93936030747440069,4.016921357933999E-3,0.01121921,0.01121929,-4.7411799999999997E-2,2001-03-26,1.0900000110268593E-2,-1.0700000450015068E-2,7.4000000022351742E-3,1.9999999494757503E-4,8.7999999523162842E-3
2001-03-27,ADX       ,0.96538191248571104,2.7677421904437248E-2,2.5253390000000001E-2,2.5253359999999999E-2,-7.1356939999999994E-2,2001-03-27,2.2800000384449959E-2,-6.0000000521540642E-3,-1.3299999758601189E-2,1.9999999494757503E-4,-1.0300000198185444E-2
2001-03-28,ADX       ,0.96105650815178878,-2.5389605433459955E-2,-0.02473301,-0.02461638,5.5389920000000002E-2,2001-03-28,-2.6200000196695328E-2,3.0000001424923539E-4,1.9099999219179153E-2,1.9999999494757503E-4,3.6299999803304672E-2
2001-03-29,ADX       ,0.94115151624169391,-6.8806172487344639E-3,-4.6409800000000003E-3,-4.6159299999999999E-3,2.0433610000000001E-2,2001-03-29,-0.00559999980032444,0,1.1300000362098217E-2,1.9999999494757503E-4,1.4700000174343586E-2
2001-03-30,ADX       ,0.95119130035833721,8.0227316527071019E-3,0.0107267,0.01072642,-1.8336439999999999E-2,2001-03-30,1.1900000274181366E-2,1.5200000256299973E-2,-5.1000001840293407E-3,1.9999999494757503E-4,1.0000000474974513E-3
2001-04-02,ADX       ,0.95756779724565211,-0.01321493387552109,-1.2540269999999999E-2,-0.01253988,8.5934209999999997E-2,2001-04-02,-1.5699999406933784E-2,-1.5300000086426735E-2,1.5300000086426735E-2,1.900000061141327E-4,2.2600000724196434E-2
2001-04-03,ADX       ,0.93877890056245095,-2.7559292593978862E-2,-3.4998439999999999E-2,-3.4998609999999999E-2,0.10657733,2001-04-03,-3.6100000143051147E-2,0,2.3000000044703484E-2,1.900000061141327E-4,0.03840000182390213
2001-04-04,ADX       ,0.90630795856505619,5.9482305768354107E-4,-2.9053600000000001E-3,-2.7116100000000001E-3,-1.8898660000000001E-2,2001-04-04,-3.5000001080334187E-3,-1.7999999690800905E-3,7.3000001721084118E-3,1.900000061141327E-4,1.3000000268220901E-2
2001-04-05,ADX       ,0.91096286037523455,3.9038004155316428E-2,0.04275296,0.04276634,-0.12922185,2001-04-05,4.5699998736381531E-2,2.3000000510364771E-3,-3.3500000834465027E-2,1.900000061141327E-4,-5.4000001400709152E-2
2001-04-06,ADX       ,0.88915950284514378,-2.4292692569044587E-2,-2.0186050000000001E-2,-0.0199493,5.6805799999999997E-2,2001-04-06,-2.0300000905990601E-2,3.4000000450760126E-3,2.199999988079071E-3,1.900000061141327E-4,1.7200000584125519E-2
2001-04-09,ADX       ,0.88957398738076299,7.0014326682577219E-3,8.0847000000000002E-3,8.0854599999999992E-3,6.9182699999999998E-3,2001-04-09,8.999999612569809E-3,1.0000000474974513E-3,1.500000013038516E-3,1.900000061141327E-4,4.1000000201165676E-3
2001-04-10,ADX       ,0.90245184841643489,3.1476379989310591E-2,0.02670618,2.6820529999999999E-2,-8.0565150000000002E-2,2001-04-10,2.8799999505281448E-2,-4.9000000581145287E-3,-1.1400000192224979E-2,1.900000061141327E-4,-3.1500000506639481E-2
2001-04-11,ADX       ,0.90161296727145324,0,-0.00213343,-2.1209200000000001E-3,-3.3854700000000001E-2,2001-04-11,-1.0000000474974513E-3,-8.9999998454004526E-4,-6.5999999642372131E-3,1.900000061141327E-4,-2.4100000038743019E-2
2001-04-12,ADX       ,0.89775103007869739,1.3986728085732753E-2,0.01499141,0.01499727,-8.5798289999999999E-2,2001-04-12,1.5699999406933784E-2,1.500000013038516E-3,-1.2600000016391277E-2,1.900000061141327E-4,-1.6599999740719795E-2
2001-04-16,ADX       ,0.90131073051951638,0,-3.2329400000000001E-3,-3.2330200000000001E-3,8.0076699999999997E-3,2001-04-16,-5.1000001840293407E-3,-4.3000001460313797E-3,8.2000000402331352E-3,1.900000061141327E-4,1.3199999928474426E-2
2001-04-17,ADX       ,0.90512206099314085,6.0924035629281205E-3,0.01022995,1.0229769999999999E-2,-2.7726069999999998E-2,2001-04-17,1.0300000198185444E-2,3.9999998989515007E-4,-6.99999975040555E-4,1.900000061141327E-4,3.7000000011175871E-3
2001-04-18,ADX       ,0.91322903135250655,3.7392119217062689E-2,0.03815325,3.8208399999999997E-2,-0.05952702,2001-04-18,3.9500001817941666E-2,-1.2099999934434891E-2,-2.9999999329447746E-2,1.900000061141327E-4,-5.6200001388788223E-2
2001-04-19,ADX       ,0.88743721097969031,1.0581814593651324E-2,1.2472769999999999E-2,0.01248319,0.00124249,2001-04-19,1.4499999582767487E-2,4.0000001899898052E-3,-0.01679999940097332,1.900000061141327E-4,-3.6200001835823059E-2
2001-04-20,ADX       ,0.8891844595109345,-1.3245333416692998E-2,-8.5874599999999999E-3,-8.5850800000000001E-3,4.9263090000000002E-2,2001-04-20,-8.6000002920627594E-3,3.9999998989515007E-4,0.00279999990016222,1.900000061141327E-4,-2.6000000070780516E-3
2001-04-23,ADX       ,0.88816147463698991,-1.3422682494359956E-2,-0.01509346,-0.01509361,0.10394107,2001-04-23,-1.6899999231100082E-2,3.0000000260770321E-3,1.2600000016391277E-2,1.900000061141327E-4,2.5399999693036079E-2
2001-04-24,ADX       ,0.89024887245028061,-4.8768726350650474E-3,-0.01223601,-0.0122276,0.01165062,2001-04-24,-1.0999999940395355E-2,9.6000004559755325E-3,0.01269999984651804,1.900000061141327E-4,1.4600000344216824E-2
2001-04-25,ADX       ,0.89029044632920407,1.2951762641009404E-2,0.01581515,1.5822280000000001E-2,-3.9010139999999999E-2,2001-04-25,1.6200000420212746E-2,6.5999999642372131E-3,-1.0099999606609344E-2,1.900000061141327E-4,-3.599999938160181E-3
2001-04-26,ADX       ,0.89018314199548521,3.2118365264659451E-3,0.00468484,4.7725099999999998E-3,-5.3986119999999999E-2,2001-04-26,4.8000002279877663E-3,1.7000000225380063E-3,4.0000001899898052E-3,1.900000061141327E-4,8.1000002101063728E-3
2001-04-27,ADX       ,0.89182558233688403,1.4327864170787664E-2,1.4898349999999999E-2,1.4931649999999999E-2,-7.7670080000000002E-2,2001-04-27,1.4299999922513962E-2,0,-6.8000000901520252E-3,1.900000061141327E-4,-7.6999999582767487E-3
2001-04-30,ADX       ,0.89018684962888217,1.3086003548363583E-2,-2.8691200000000002E-3,-2.8188900000000001E-3,5.9007009999999999E-2,2001-04-30,6.0000002849847078E-4,6.6999997943639755E-3,-4.3000001460313797E-3,1.900000061141327E-4,-1.0999999940395355E-2
2001-05-01,ADX       ,0.89012993615822211,1.1376046710409822E-2,1.3498359999999999E-2,1.3503080000000001E-2,-5.1541200000000002E-2,2001-05-01,1.3100000098347664E-2,6.99999975040555E-4,-8.7999999523162842E-3,1.500000071246177E-4,-1.2000000104308128E-2
2001-05-02,ADX       ,0.89225481334853973,6.1510434845066051E-3,7.8140999999999996E-4,0.00087011,0.0012389,2001-05-02,3.1999999191612005E-3,5.7999999262392521E-3,-1.1699999682605267E-2,1.500000071246177E-4,-3.0099999159574509E-2
2001-05-03,ADX       ,0.89785633424662592,-1.4929898345999752E-2,-1.4984320000000001E-2,-0.01486374,0.06200746,2001-05-03,-1.5399999916553497E-2,2.7000000700354576E-3,9.4999996945261955E-3,1.500000071246177E-4,1.9600000232458115E-2
2001-05-04,ADX       ,0.89911593995133088,3.6244238333997939E-3,0.01433714,0.01436606,-7.5302220000000003E-2,2001-05-04,1.3799999840557575E-2,-1.7999999690800905E-3,7.9999997979030013E-4,1.500000071246177E-4,-6.3000000081956387E-3
2001-05-07,ADX       ,0.90131093828266284,-6.740667338491821E-3,-2.4504800000000001E-3,-2.4252800000000001E-3,3.8963310000000001E-2,2001-05-07,-3.2999999821186066E-3,-1.0000000474974513E-3,3.1000000890344381E-3,1.500000071246177E-4,1.500000013038516E-3
2001-05-08,ADX       ,0.90141111018361109,-3.6486482288081855E-3,-1.8299099999999999E-3,-0.00174665,-1.7038950000000001E-2,2001-05-08,-7.9999997979030013E-4,6.6999997943639755E-3,1.9999999494757503E-4,1.500000071246177E-4,-1.7000000225380063E-3
2001-05-09,ADX       ,0.89948147445448334,-2.091185004012586E-3,-0.00449789,-4.3763099999999996E-3,-0.00368929,2001-05-09,-4.4999998062849045E-3,-9.9999997473787516E-5,6.3000000081956387E-3,1.500000071246177E-4,1.2099999934434891E-2
2001-05-10,ADX       ,0.90071065492159519,9.3749178100792536E-3,-2.8676999999999999E-4,-1.4418999999999999E-4,-1.4478019999999999E-2,2001-05-10,-6.0000002849847078E-4,6.0000002849847078E-4,5.9000002220273018E-3,1.500000071246177E-4,4.1000000201165676E-3
2001-05-11,ADX       ,0.90196318625620253,-9.8988321792475801E-3,-7.6054499999999997E-3,-7.5119200000000001E-3,-1.9352729999999999E-2,2001-05-11,-7.6000001281499863E-3,1.7999999690800905E-3,8.7999999523162842E-3,1.500000071246177E-4,8.7000001221895218E-3
2001-05-14,ADX       ,0.90556030171664981,0,2.6056400000000002E-3,2.6822700000000001E-3,0.0301278,2001-05-14,7.9999997979030013E-4,-2.6000000070780516E-3,7.1000000461935997E-3,1.500000071246177E-4,1.3000000268220901E-2
2001-05-15,ADX       ,0.9083922411154155,1.046452277776794E-3,0.00041627,4.2258999999999998E-4,-2.2932000000000001E-2,2001-05-15,1.3000000035390258E-3,4.9000000581145287E-3,1.2000000569969416E-3,1.500000071246177E-4,3.8999998942017555E-3
2001-05-16,ADX       ,0.8973630774023722,1.8652947059208003E-2,2.8055489999999999E-2,2.8209809999999998E-2,-7.9866989999999999E-2,2001-05-16,2.7100000530481339E-2,-1.1099999770522118E-2,-1.1400000192224979E-2,1.500000071246177E-4,-1.3299999758601189E-2
2001-05-17,ADX       ,0.89877031579796529,-2.0641288489611303E-3,2.7200499999999999E-3,0.00272902,-0.0193733,2001-05-17,5.7000000961124897E-3,7.1000000461935997E-3,-4.3000001460313797E-3,1.500000071246177E-4,-1.1099999770522118E-2
2001-05-18,ADX       ,0.90678195304071296,2.0638687569271997E-3,2.6894599999999999E-3,2.8821099999999998E-3,-1.1241340000000001E-2,2001-05-18,2.6000000070780516E-3,1.3000000035390258E-3,3.0000001424923539E-4,1.500000071246177E-4,-2.6000000070780516E-3
2001-05-21,ADX       ,0.9121018830826787,2.0913774449354584E-2,1.6024670000000001E-2,1.6024589999999998E-2,-2.2387219999999999E-2,2001-05-21,1.8400000408291817E-2,2.6000000070780516E-3,-0.01510000042617321,1.500000071246177E-4,-3.1599998474121094E-2
2001-05-22,ADX       ,0.89295326699543986,6.5405638031146799E-3,-2.6313700000000001E-3,-2.6270600000000001E-3,2.8023679999999999E-2,2001-05-22,-1.7999999690800905E-3,3.8999998942017555E-3,-9.9999997473787516E-5,1.500000071246177E-4,-7.8999996185302734E-3
2001-05-23,ADX       ,0.88614884306326369,-7.0457631968411632E-3,-1.5648229999999999E-2,-1.5610479999999999E-2,3.3620480000000001E-2,2001-05-23,-0.01679999940097332,-1.0999999940395355E-3,9.8000001162290573E-3,1.500000071246177E-4,1.3500000350177288E-2
2001-05-24,ADX       ,0.88259502319188632,0,3.1910599999999999E-3,0.00321419,-7.0838520000000002E-2,2001-05-24,4.0000001899898052E-3,4.3000001460313797E-3,-4.999999888241291E-3,1.500000071246177E-4,-2.6000000070780516E-3
2001-05-25,ADX       ,0.87650617648316309,-4.0481828465693407E-3,-1.1886290000000001E-2,-1.1883599999999999E-2,1.4573699999999999E-3,2001-05-25,-1.0099999606609344E-2,8.2000000402331352E-3,2.099999925121665E-3,1.500000071246177E-4,0.00419999985024333
2001-05-29,ADX       ,0.87547614301731913,-3.5563162027772372E-3,-7.8246300000000008E-3,-7.7641699999999999E-3,7.2094850000000002E-2,2001-05-29,-1.0499999858438969E-2,-2.4999999441206455E-3,1.0599999688565731E-2,1.500000071246177E-4,2.4299999698996544E-2
2001-05-30,ADX       ,0.88905909533284377,-2.5252169112926659E-2,-0.01577928,-0.01553745,0.02761868,2001-05-30,-1.7699999734759331E-2,-1.3000000035390258E-3,1.5399999916553497E-2,1.500000071246177E-4,3.0500000342726707E-2
2001-05-31,ADX       ,0.88943895843606802,5.2054282197673231E-3,6.1823800000000003E-3,6.2645799999999996E-3,-5.2863600000000004E-3,2001-05-31,7.4999998323619366E-3,-3.599999938160181E-3,3.9999998989515007E-4,1.500000071246177E-4,-5.7000000961124897E-3
